,replyid,sourceid,content,authorid,author,supports,showTime
869,134087,160957,我就是看看大家怎么说,1889791,邦友34828bac,0,2022-03-01 11:42:41
870,134089,160957,有啥说啥，两种车要是硬要对比，我还是顶福特,1889792,邦友8d72f769,0,2022-03-01 11:38:30
871,134090,160957,福特Mach-E值得投一票,1889793,邦友4f282eb3,0,2022-03-01 11:36:27
872,134091,160957,福特电马准车主点个赞,1889794,邦友089ed6e0,0,2022-03-01 11:36:20
873,134093,160957,特斯拉三天两头上热搜，我着实害怕，所以我的清单里肯定去除特斯拉,1889795,邦友401df927,0,2022-03-01 11:36:13
874,134095,160957,从特斯拉被很多消费者diss之后，我已经害怕了，所以还是老老实实选择福特吧,1889796,邦友053f5003,0,2022-03-01 11:35:52
875,134096,160957,从外形看，福特mach-E要大一些，这个不错,1889797,邦友1bdd6e78,0,2022-03-01 11:35:40
876,134097,160957,从文中两辆车的外观对比来看，我选择福特，更有型,1889798,邦友f5c29c8b,0,2022-03-01 11:35:13
877,134098,160957,嗯[发呆],1889799,邦友0d4f7c36,0,2022-03-01 11:18:35
878,134100,160957,我选极氪001,1889800,邦友02a05882,0,2022-03-01 10:43:09
879,134102,160957,一个都不要。国产新能源车这么多，我选支持国货！,1889801,邦友8b461d88,0,2022-03-01 10:41:06
880,134103,160957,不考虑自动驾驶买野马，对自动驾驶有需求买tesla。,207817,政Leon,0,2022-03-01 10:12:33
881,134104,160957,雷声大雨点下[让我看看] 至今没看过一辆电驴在路上跑,1889802,邦友5f038c2a,0,2022-03-01 09:27:54
882,134105,160957,Mach E的中控大屏的角度真是绝绝子。。。几乎完全竖直，看信息那叫一个累,185933,corp鹏飞,0,2022-03-01 09:17:48
883,134106,160957,两个续航差老远了,213704,小黑,0,2022-03-01 09:10:09
884,134107,160957,Mach~E造型完胜~,1889803,邦友88eb6b2c,0,2022-03-01 08:55:19
885,134108,160957,电动汽车还得看中国品牌特别是比亚迪,257542,王锡钢,0,2022-03-01 08:51:24
886,134109,160957,自嗨对标而已，特斯拉正眼都不看一眼他,1889804,邦友989fca3f,0,2022-03-01 08:17:45
887,134110,160957,Mach-E的OTA升级，售后都不知咋样，整车确实给力，就是后期服务有点担心……,1889805,邦友5ed91350,0,2022-03-01 08:17:45
888,134112,160957,就一点。福特你有特斯拉如此规模的自建充电站吗？,228545,Sagitar,0,2022-03-01 08:11:43
889,134113,160957,"一个是电车
一个是马车
你说我选哪一个",252767,　Edward,0,2022-03-01 08:11:42
890,134115,160957,强行死磕[捂脸],1889806,邦友3d832db9,0,2022-03-01 08:10:10
891,134349,160995,家用贵了那几万能不能省回来？,258460,A,0,2022-03-07 10:38:43
892,134054,160995,试驾了，已下定,281294,贺建成~罗蔓花猪月饼,0,2022-02-28 08:07:25
893,134055,160995,应该出一个纯电版本的,161316,洛阳小哥,0,2022-02-27 15:07:38
894,134056,160995,这是插混吧？,160744,Herman,0,2022-02-27 10:59:26
895,133952,160995,和比亚迪拼一把，能够让彼子成长,1889678,邦友e457a7fd,0,2022-02-27 10:21:52
896,133953,160995,蹲一个UNI-V iDD的消息[旺柴],1889679,邦友87f8626b,0,2022-02-27 08:45:16
897,133954,160995,刚好昨天在万达实地看到了样车，做工马马虎虎吧，动态没体验,1889680,邦友7df4c05c,0,2022-02-27 08:35:18
898,133955,160995,就看价位了，好好和比亚迪dmi的厮杀一番,1889681,邦友9c5baa54,0,2022-02-27 08:11:24
899,133885,160990,标题写错了,121619,邦友ac1d4b66,0,2022-02-25 12:49:37
900,133884,160990,290辆/年，提升的真多呀,216841,邦友1b3345c7,0,2022-02-25 12:43:09
901,134043,160988,理想全时四驱，早就达到这个纯电里程了嘛,1889724,邦友3663bad0,0,2022-02-26 10:40:06
902,134044,160988,"为什么会有人觉得汉DMi这车能干理想，人家买理想是为了180比100多那么几十公里续航吗？不买蓝牌油车去买PHEV可能是为了纯电续航，在PHEV里选理想绝对是为了后排乘坐和智能化以及设计配置等，这些东西汉一个都没有。
汉DMi主要还是抢纯电的市场空间（顺便从油车那边抢PHEV的空间出来），汉DMi上市第一个干死的对象反而是自家汉EV。",161420,李汉舒,0,2022-02-26 10:21:14
903,134045,160988,比亚迪5米的SUV什么时候出来,218291,康,0,2022-02-26 09:41:10
904,134046,160988,太多人在等这款车了,1889734,邦友4e33340d,0,2022-02-26 08:17:22
905,134048,160988,擦，这个纯电续航里程直接把理想干死了吧,138879,纠结小囧仔,0,2022-02-26 08:09:00
906,134075,160987,全涨价了，看来要跟着涨一下。,255777,朝三暮四,0,2022-03-01 07:58:37
907,134049,160987,是的为了合理涨价，前期铺垫，这样显得不太猥琐,1889735,邦友16947e3a,1,2022-02-26 12:14:28
908,134050,160987,早买早享受，晚买被坑一波。哈哈,185025,輸 導,0,2022-02-26 11:30:53
909,134051,160987,解决方案是涨价[破涕为笑][破涕为笑],1889703,邦友d139f05d,0,2022-02-26 09:29:26
910,134057,160985,老贾这个精神可佳！曾经的乐视电视，牛逼啊！超级手机，如果不倒，也能树立传奇[呲牙],228925,扬州灯杆℡₁₃₇₇₃₄₄₁₉₉₂,0,2022-02-27 20:33:41
911,133956,160985,卖那么贵被 lucid air 吊打,195685,浩民,0,2022-02-27 18:30:57
912,133957,160985,下周回国！,1889682,邦友0ca8af45,0,2022-02-27 16:57:31
913,133958,160985,这个设计确实很超前，就目前来看也是前缘设计！,1889683,邦友f95c2ec6,0,2022-02-27 16:25:39
914,133960,160985,无论怎么样，贾老板的设计理念是远超旁人的，科技日新月异的如今，FF91过了5年还未过时！这是一个认人不敢想像的实力！就如之前的乐视液晶电视，乐视是全球第一个提出电视互联网生态系统概念的，而现在的电视系统功能也一直以这个概念扩展！[抠鼻],1889684,邦友e3cae89e,0,2022-02-27 01:48:29
915,133962,160985,曾经的惊艳，放到今天，也不过泯然众人矣！不过是伤仲永！,1889685,邦友fb064367,0,2022-02-26 17:43:45
916,133963,160985,恐怕又是一张PPT,1889686,邦友1534e7ff,0,2022-02-26 17:21:53
917,133965,160985,说白了。要再集资[偷笑][偷笑],1889687,邦友2f1480b7,0,2022-02-26 15:24:52
918,133967,160985,那么差的人品，你造的车有人敢买吗？,1889688,邦友6878c679,0,2022-02-26 14:38:01
919,133969,160985,迟了5年，现在这车已经落后了[呲牙],1889689,邦友0df040a2,0,2022-02-26 11:57:31
920,133971,160985,为梦想窒息.jpg,1889690,邦友10019001,0,2022-02-26 11:41:06
921,133972,160985,起个大早赶了个晚集,1889691,邦友270d7a26,0,2022-02-26 11:14:28
922,133974,160985,五年前还算可以，五年后就算落后了！,178351,好多快乐,0,2022-02-26 10:55:02
923,133976,160985,感觉这是贾跃亭打造的又一个杀猪盘,1889692,邦友ddbdd331,0,2022-02-26 10:53:54
924,133977,160985,美国韭菜收割机,1889693,邦友3f8804d5,0,2022-02-26 10:47:36
925,133978,160985,贾老板用了十年时间，花了多少亿就弄出来个“准量产”，还售价200万？而且我们只看到了车，没看到配套的服务方案。这年头富豪们也不好骗吧。,1889694,邦友5749b4c6,0,2022-02-26 10:26:29
926,133980,160985,接着讲故事，接着造词，接着忽悠,1889695,邦友d656512c,0,2022-02-26 10:24:39
927,133982,160985,给我一个不买特斯拉Model S的理由？？？,1889696,邦友7e372f92,0,2022-02-26 10:18:52
928,133984,160985,我就看看谁接到过销售电话，去年说要预售FF91的,1889697,邦友ab940d0e,0,2022-02-26 10:15:05
929,133985,160985,200w就怕买来过阵子没法售后了，车的价格不能完全看产品力本身的,179130,_wsh小豪,0,2022-02-26 10:13:48
930,133986,160985,还我英超会员[咒骂],1889698,邦友39627641,0,2022-02-26 10:11:47
931,133988,160985,这个外观已经马上就要被比亚迪实现量产了。,1889699,邦友1ed1a3d4,0,2022-02-26 10:09:29
932,133989,160985,真的造出来就没人投钱了，一直制造热度才有人给钱,139803,Taurus,0,2022-02-26 09:48:09
933,133991,160985,刚发布的时候还没有类似车型，现在高合都卖这么久了,1889700,邦友053b327a,0,2022-02-26 09:40:46
934,133992,160985,贾会计敢回国么,1889701,邦友fb682b2f,0,2022-02-26 09:31:08
935,133994,160985,200万？美金吗？,1889702,邦友cece7600,0,2022-02-26 09:30:38
936,133995,160985,不得不说ff是牛逼的。 那么早做出了的电车外观雏形。tesla现在看起来也还是汽油车的模具。 ,207817,政Leon,0,2022-02-26 09:29:19
937,133996,160985,快有什么用？能上天吗,1889703,邦友d139f05d,0,2022-02-26 09:28:11
938,133997,160985,好丑,1889704,邦友a68655c9,0,2022-02-26 09:20:19
939,133999,160985,200万你敢买吗？我敢啊。如果20万你买吗？我不买，为什么？因为我真有20万,1889705,邦友3421a710,0,2022-02-26 09:05:32
940,134000,160985,关于老贾，我们更关心的不是FF91而是他欠的账,1889706,邦友b92b3d26,0,2022-02-26 09:03:52
941,134001,160985,芯片方面说不过贾老板能说服金主爸爸动用不可描述的权利抢芯片呢！我觉得如果真到了能量产的时候量产倒不稀奇，问题在于他到底能不能量产，或者说他到底什么时候能量产！,1889707,邦友141f8920,0,2022-02-26 09:00:00
942,134002,160985,恒持快一点,138241,c60201,0,2022-02-26 08:54:57
943,134003,160985,他这个车在刚设计出来的时候是很超前的。现在来看也就只能算是不过时。我觉得贾老板应该考虑一下氢能源版本的FF91。,1889708,邦友a95d7ad1,0,2022-02-26 08:53:48
944,134004,160985,"不买
",1889709,邦友8c20997f,0,2022-02-26 08:50:02
945,134005,160985,你是借鉴了小鹏的某种元素吗,1889710,邦友f1cae79c,0,2022-02-26 08:46:42
946,134006,160985,“准量产”、“七大里程碑”……造车不行，造词第一名。,1889711,邦友7beaaec7,0,2022-02-26 08:42:54
947,134007,160985,韭菜王降生,1889712,邦友202f2181,0,2022-02-26 08:42:39
948,134008,160985,"笑了，人家0-100加速,他就0-96加速.这么说，我的单车瞬时加速0-1，一秒都不用[吐]",1889713,邦友e6fe5450,0,2022-02-26 08:37:02
949,134009,160985,骗完国内骗老美，这个人我是服的[呲牙],1889714,邦友a0c78ebb,0,2022-02-26 08:35:33
950,134010,160985,听见贾跃亭仨字 我就没有兴趣,1889715,邦友e66b57b2,0,2022-02-26 08:29:34
951,134011,160985,"虽然真心瞧不起贾跃亭，乐视圈钱跑路美其名曰搞梦想。
但看了高合之后确实FF91产品力夸张到离谱，关键还是5年前的车。只是售价几个高合了也没啥好炫耀的。
总之这FF91咱也买不起，但听到FF91和贾跃亭的消息，总是第一时间想去瞅瞅。[捂脸]有和我一样的大兄弟来报道！！",1889716,邦友d6cf7a39,0,2022-02-26 08:21:00
952,134012,160985,贾跃亭在中国做电动车的话，早就量产了，新势力比贾跃亭起步晚了三年，车都买了几年了。但是贾跃亭的眼光确实看的远,1889717,邦友14548ff6,0,2022-02-26 08:18:44
953,134013,160985,200万？？？？要不。。。。还是买高合吧[发呆][发呆][发呆][阴险][阴险][阴险][憨笑][憨笑][憨笑],1889718,邦友26b3769b,0,2022-02-26 08:18:08
954,134014,160985,前后侧是小鹏、高合、极氪[偷笑],1889719,邦友43390f90,0,2022-02-26 08:17:08
955,134015,160985,以特斯拉上海工厂的速度几个月还是有可能的，但是美国就不行了。老贾当年造车不放中国而放在美国难道就是为了方便跑路的吗？,139239,司马行空,0,2022-02-26 08:13:15
956,134016,160985,贾老板还不死心？,1889720,邦友b56f6f65,0,2022-02-26 08:09:15
957,133925,160983,来了来了，我的P5终于有OTA了，之前我朋友的P7OTA的时候就馋到我了,1889637,邦友cdf39747,0,2022-02-25 14:13:12
958,133926,160983,"车才提了没几天，屁股还没坐热就要升级了，这么快的吗[惊讶]
",1889638,邦友8aad657e,0,2022-02-25 14:11:52
959,133928,160983,"还是挺不错的，虽然还没城市NGP，也算先来了一道开胃菜
",1889639,邦友829e507d,0,2022-02-25 14:11:07
960,133929,160983,"现在是不是只有小鹏能跨楼层自动泊车？
",1889640,邦友eeb8630a,0,2022-02-25 14:10:28
961,133930,160983,"智能泊车现在都做的这么牛逼了吗[旺柴]
",1889641,邦友a62c8239,0,2022-02-25 14:09:48
962,133931,160983,[旺柴]怎么没人叫嚣小鹏P5收集地图信息，侵害国家安全了？,228545,Sagitar,0,2022-02-25 08:23:27
963,133882,160975,大家不觉得这车丑的一比吗？,277390,阿坤,0,2022-02-25 08:17:12
964,133883,160975,吉利帝豪GL？几个a pro变异？？？,1889597,邦友57ab940e,0,2022-02-25 02:32:10
965,133861,160975,这不是吉利帝豪EV换了个标吗？,1889586,邦友459c319c,0,2022-02-24 14:45:47
966,133862,160975,国标快出吧，统一标准免得浪费资源，每家车企都不一样太浪费,1889587,邦友baa21ab4,0,2022-02-24 12:25:09
967,133863,160975,这是吉利和力帆的产物,1889588,邦友6d390dc9,0,2022-02-24 11:29:33
968,133865,160975,帝豪换电版来了[憨笑],160801,Andy,0,2022-02-24 11:27:10
969,133866,160975,公务车与出租车的福音！！！[呲牙][呲牙][呲牙],135673,QKM,0,2022-02-24 11:23:14
970,133868,160975,车标也太丑了,1889589,邦友6f03550a,0,2022-02-24 11:19:00
971,133869,160975,标准网约车造型,1889590,邦友e6473fc3,0,2022-02-24 10:52:00
972,133871,160975,换电要做到统一换电标准，品牌变电站可互用互换。像加油那么便利，就真的可以了,1889591,邦友a66f5684,0,2022-02-24 10:50:34
973,133872,160975,吉利EV450的整体，没有更新任何部位，那要这么看改装一下，可以和它通用换电咯！,141417,小兔彬彬,0,2022-02-24 10:46:01
974,133873,160975,不会是用来做网约车吧？那就不用考虑了。,162051,帆不凡,0,2022-02-24 10:36:56
975,133874,160975,枫叶，让人想起华谱,1889592,邦友e91c8cc3,0,2022-02-24 10:33:13
976,133875,160975,这车真难看，完全还是低端燃油车的外形。,1889593,邦友f347c904,0,2022-02-24 10:27:58
977,133876,160975,比亚迪压根没有这方面布局啊，宁德时代也没有吉利这种传统车企起步快啊,221568,҈余҈宇҈御҈,0,2022-02-24 10:15:58
978,133877,160975,网约车福音,228548,劍膽琴心,0,2022-02-24 10:11:10
979,133878,160975,早该换电了，不过新能源汽车的动力锂电池需要首先国标化！不然不具备通用性，只会绑架消费者，那样就太恶心了。,261489,迅文,0,2022-02-24 10:09:12
980,133879,160975,"看来几何换电任重而道远啊

",1889594,邦友2ebbb8d9,0,2022-02-24 10:06:51
981,133880,160975,我们更关心最慢多少秒换电[坏笑],1889595,邦友4791e57a,0,2022-02-24 10:05:30
982,133832,160967,这车估计滴滴里算专车，高德能算豪华[坏笑],162074,₀₃₅₅,0,2022-02-23 22:14:59
983,133833,160967,想象一下 两个大鼻孔中间是一张绿牌[旺柴],281867,一丁,0,2022-02-23 19:45:30
984,133816,160967,看图片你们说丑，看到实车，你们又惊掉下巴,1889532,邦友6aee9df2,1,2022-02-23 15:02:04
985,133817,160967,帅 想拥有,161148,Torsten,0,2022-02-23 13:42:58
986,133819,160967,这个前脸，审美跟不上,228125,村,0,2022-02-23 11:44:43
987,133820,160967,又被比亚迪吊着走,1889533,邦友e8a56aef,0,2022-02-23 11:16:43
988,133821,160967,为啥和油车比起来就这么难看呢,224670,杰森波恩,0,2022-02-23 09:17:29
989,133822,160967,单电机，5.7秒，续航600+也够用了,221568,҈余҈宇҈御҈,0,2022-02-23 09:08:28
990,133823,160967,BMW 没有了M，就剩下肾大了，干脆再拉长点，铺满前机盖,252609,yang,0,2022-02-23 08:33:36
991,133824,160967,不能理解的设计,1889534,邦友8ae42b06,0,2022-02-23 08:19:26
992,133825,160967,cltc[捂脸][捂脸][捂脸],172410,小猛,0,2022-02-23 08:17:21
993,133937,160965,关键内饰换不换？内饰接受不了,160799,KillerYan,0,2022-02-25 22:34:20
994,133827,160965,"比亚迪最好的车是哪一辆？答案：下一辆！
不亏是布加迪的哥哥比亚迪",277534,专注搬砖二十年,0,2022-02-24 06:47:37
995,133828,160965,很快路上不是电动就是混动了，让那些嚷嚷着三十年内只买油车的在路上慢慢爬吧,280888,WINNER,0,2022-02-24 04:23:15
996,133829,160965,不知道使用哪款发动机？,277869,A0    宾利  ོ²⁰²¹,0,2022-02-23 16:54:41
997,133803,160965,"家用，偶尔自驾出游，2驱够了。
2022唐DMI都是200公里续航的吗，感觉110续航就够用了。",1889529,邦友617e8595,0,2022-02-23 13:29:17
998,133804,160965,前几天下定金买元plus,1889530,邦友3b9705a5,0,2022-02-23 12:45:48
999,133805,160965,动不动就5-6个油，你让中大型燃油车情何以堪，哈哈[惊讶],127328,6+8＝11,0,2022-02-23 11:19:08
1000,133807,160965,宋plus顶配有四驱,220916,dai,0,2022-02-23 10:15:13
1001,133808,160965,牛逼！！！！,258154,夏天,0,2022-02-23 10:06:51
1002,133809,160965,宋plus DMi去年就出了四驱,1889531,邦友b7f0c907,0,2022-02-23 09:51:44
1003,133810,160965,保留18款前脸就更好了,256368,阿大雄哥哥,0,2022-02-23 09:48:43
1004,133811,160965,动不动就三四秒，你让燃油车情何以堪，哈哈,1889528,邦友68c4b217,0,2022-02-23 09:23:58
1005,133813,160965,感觉只要是BYD的DM-i车型基本上可以闭着眼买，就看兜里预算了,221568,҈余҈宇҈御҈,0,2022-02-23 09:18:18
1006,133814,160965,还是丑,256968,hi.Sea,0,2022-02-23 08:35:36
1007,133815,160965,比亚迪我总想起他的fo f3 f6,223430,祥记蛋业-波波,0,2022-02-23 08:09:32
1008,134396,160963,比亚迪，成就你的梦想,1890137,邦友355c1eea,0,2022-03-09 13:14:53
1009,134336,160963,"小编有心了，好文章[强][强]
祝愿国产科学技术更加强大",1890052,邦友c0674af3,0,2022-03-07 09:22:48
1010,134338,160963,epower,252598,若宁,0,2022-03-06 22:50:09
1011,134339,160963,看到目前的火爆，为参与DMI电池开发量产感到骄傲,1890053,邦友7300867d,0,2022-03-06 22:16:59
1012,134307,160963,[强][强][强],1890042,邦友473569c0,0,2022-03-06 15:27:12
1013,134309,160963,点个赞,1890043,邦友a02142cf,0,2022-03-06 14:37:04
1014,134305,160963,什么时候解析奇瑞DHT,1890041,邦友dde818cc,0,2022-03-06 13:40:23
1015,134310,160963,终于看到解析比亚迪DM-i系统了！太激动了！！,221568,҈余҈宇҈御҈,0,2022-03-06 13:27:15
1016,134311,160963,精彩好文，学习了，这才是核心技术！,229362,杰克,0,2022-03-06 13:13:54
1017,134313,160963,好文,1890044,邦友2a077059,0,2022-03-06 12:36:13
1018,134315,160963,我居然看完了。。。,1890045,邦友cda86fb2,0,2022-03-06 11:41:43
1019,134317,160963,讲好中国故事，推荐国产优秀品牌！[强],252686,兆南,0,2022-03-06 11:13:19
1020,134318,160963,深度好文[社会社会]对比亚迪混动系统讲得很透彻不说啥，就等月底上市的汉 dmi了，希望价格能更加亲民些～,1890046,邦友2be8646b,0,2022-03-06 10:45:01
1021,134303,160963,眼馋，心动，换车必选！,252675, 江山,0,2022-03-06 10:42:03
1022,134320,160963,这篇文章干货满满，有价值！,225540,番茄,0,2022-03-06 10:06:19
1023,134321,160963,王牌是大电池,1890047,邦友7c96a96a,0,2022-03-06 09:08:42
1024,134322,160963,比亚迪很好的诠释了：挺起中国制造业的脊梁！,175889,朱军,0,2022-03-06 08:31:39
1025,134324,160963,"虽然看不懂
但是可以选正确的车[呲牙]",1890048,邦友5fb1a664,0,2022-03-06 08:23:42
1026,133779,160955,后轮转向，晕车会不会更严重,1889495,邦友47894a57,0,2022-02-22 08:23:08
1027,133724,160954,感觉奔驰一直在召回,279861,麒麟展示 Kylin Display,0,2022-02-21 12:55:20
1028,133725,160954,这应该是召回了全部吧[偷笑][偷笑],281004,唐唐晓晓,0,2022-02-21 09:44:54
1029,133648,160953,良心企业 有担当 ,1889354,邦友ac184160,0,2022-02-20 10:07:11
1030,133649,160953,特撕垃车主不差命，既然人家买了就肯定是有打算的了,161581,阿Did,0,2022-02-20 09:40:27
1031,133650,160953,终于车企们的OTA也有国家法规规范他们了，像某车企偷偷OTA减里程也有人管了,221568,҈余҈宇҈御҈,1,2022-02-20 08:59:46
1032,133651,160953,小问题，信仰很重要,220704,发整车找-老冯℡¹³³16999622,0,2022-02-20 08:30:10
1033,133634,160949,万年不变的中控台装修改装店大屏,1889345,邦友1de40cf7,0,2022-02-20 23:38:16
1034,133635,160949,比宋plus ev强。,1889346,邦友a158ace4,0,2022-02-20 18:33:43
1035,133636,160949,就等比亚迪出纯电6座商务车了，奶爸刚需,1889347,邦友a5ab5d39,0,2022-02-20 17:49:25
1036,133637,160949,这才是真正的牛比,1889348,邦友c704a24b,0,2022-02-20 16:42:24
1037,133638,160949,就等比亚迪汉，唐200公里以上纯电插混上线。,1889349,邦友189ea47e,0,2022-02-20 14:00:51
1038,133639,160949,新能源纯电还看比亚迪，其它品牌综合实力没有比亚迪强。,1889350,邦友45f5f403,0,2022-02-20 13:33:36
1039,133641,160949,只能说。比亚迪越来越好看了,1889351,邦友aa7fc5cb,0,2022-02-20 11:52:42
1040,133643,160949,希望汉DMi也能出个惊喜价！,1889352,邦友8f6868f6,0,2022-02-20 11:26:05
1041,133645,160949,可以上沪牌吗,1889353,邦友032c6017,0,2022-02-20 10:39:39
1042,133647,160949,"比亚迪的技术实力远超任何一个竞争对手，不管是电控系统的稳定高效，电池系统的无敌安全性，电机的高效率和散热系统，还有先进的e3.0平台，年轻的外观内饰，安静的NVH，我觉得这些都是压倒性的优势。
买新能源看比亚迪就对了。",162368,佳兴蛋品批发,0,2022-02-20 09:47:24
1043,133712,160948,稳居车界最丑logo前三,231123,探长.潘剑,0,2022-02-21 15:46:25
1044,133713,160948,学下长城吉利。搞个高端品牌出来行不行,252804,房产专家-罗国权,0,2022-02-21 15:31:53
1045,133714,160948,王朝和海洋标难看,1889438,邦友939781fb,0,2022-02-21 14:20:18
1046,133715,160948,这……变化了个寂寞，变化不大好歹说说变化细节啊……,1889439,邦友e972a465,0,2022-02-21 11:24:24
1047,133716,160948,byd保佑爹,140600,蜗牛,0,2022-02-21 10:50:37
1048,133717,160948,不要的,1889440,邦友84b06d27,0,2022-02-21 10:16:19
1049,133718,160948,不还是比亚迪吗？,283941,嗳尚珠宝,0,2022-02-21 09:33:42
1050,133720,160948,看不出变化，好不好,137687,你为什么不早说?,0,2022-02-21 08:54:44
1051,133722,160948,这……换汤不换药,1889441,邦友2fa9f765,0,2022-02-21 08:47:29
1052,133723,160948,字母标对销量影响比较大,259015,hexm,0,2022-02-21 08:10:51
1053,133784,160946,快递小哥还得去考个驾照，门槛越来越高了,1889500,邦友59015da9,0,2022-02-22 21:39:40
1054,133785,160946,以后进小区要不要收停车费？[得意],268182,dark horse,0,2022-02-22 18:01:19
1055,133786,160946,上下车不方便，因为有门,288904,梁浩基,0,2022-02-22 16:47:22
1056,133753,160946,最后一句是抖机灵？,1889483,邦友6e976a4a,0,2022-02-22 14:44:11
1057,133755,160946,续航太小，80够干嘛的,1889484,邦友6caa5254,0,2022-02-22 14:09:01
1058,133756,160946,不可能用这个的，为了送个外卖送个快递需要找停车位和交停车费。,1889485,邦友cd14fffc,0,2022-02-22 12:48:58
1059,133757,160946,"其实应该出个宏光纯电400km，广大城乡结合部的出摊族就方便了
",1889486,邦友ce1d486b,0,2022-02-22 12:28:50
1060,133759,160946,快递小哥才不会要这种受管制的的车呢[偷笑],1889487,邦友b8797315,0,2022-02-22 12:17:11
1061,133761,160946,感觉很不实用，跟三轮比是有价格优势？还是驾照优势？80km续航冬天还剩多少,1889488,邦友444060d3,0,2022-02-22 11:41:50
1062,133762,160946,三轮车可以走街串巷，但你这个有拍照的限制，违反交通规则就要扣分罚款，极不方便，市场需求不会很看好！,1889489,邦友2f504bc7,0,2022-02-22 10:30:20
1063,133764,160946,三轮电动也没多贵维修方便,138241,c60201,0,2022-02-22 09:45:34
1064,133765,160946,不可能，小区不让进,182843,来治猩猩的你,0,2022-02-22 09:28:59
1065,133766,160946,续航太少了！最少三百才能满足快递一天的续航！,160867,呀！杰 哥？,0,2022-02-22 09:06:48
1066,133767,160946,讲实话 比ev好看太多…,172721,晓丸紫,0,2022-02-22 09:03:47
1067,133768,160946,早想着打造这样一款快递车。,1889490,邦友7a6e06c8,0,2022-02-22 08:53:57
1068,133770,160946,最后一句有点“多余”,253549,石磊,0,2022-02-22 08:44:38
1069,133772,160946,已经能想到换成顺丰的涂装在街上跑的样子,252788,by now.,0,2022-02-22 08:38:46
1070,133773,160946,冬天续航40公里还别开热风,231798,⃔ 爱因斯不太舒坦 ⃕,0,2022-02-22 08:32:04
1071,133774,160946,小哥不会开这种的，不能乱开倒开上人行道抄近路。。。,1889491,邦友8ee6f479,0,2022-02-22 08:24:48
1072,133775,160946,"一，车身设计不如三轮，就算四轮稳定性不行
二，后面车厢没有三轮车厢大
三，这种车型占用汽车号牌的话，不如设计大一点，还能装的更多",175905,走り屋upしべル!!!,0,2022-02-22 08:13:00
1073,133776,160946,快递小哥的旗舰标配！,1889492,邦友d8735f81,0,2022-02-22 08:12:26
1074,133777,160946,快递小哥就不配吹空调吗[撇嘴],1889493,邦友7feb056c,0,2022-02-22 08:10:05
1075,133778,160946,快递小哥要换电模式才实用啊,1889494,邦友092a48a0,0,2022-02-22 08:08:49
1076,134059,160944,问，比亚迪最好的车是哪一辆？答，永远是下一辆,195241,邦友f3f76051,0,2022-02-28 17:32:28
1077,133633,160942,极星都见几次了，电马真没见过在路上,1889331,邦友e71c8ed4,0,2022-02-20 08:21:19
1078,133616,160942,什么时候涨的啊,1889312,邦友006d934f,0,2022-02-18 17:15:46
1079,133618,160942,可能是深圳太穷了，深圳没见过,172410,小猛,0,2022-02-18 12:10:05
1080,133620,160942,至今路上没见过,1889313,邦友001a2e1e,0,2022-02-18 10:06:29
1081,133622,160942,努力，再涨点。,278886,陈俊,0,2022-02-18 08:19:05
1082,133551,160942,路上还没见过,139016,邦友ff74d6e0,0,2022-02-17 12:14:49
1083,133693,160941,摆不下吧，我上次在广州置地广场春的华为门店看到展车，占了原来放电脑以及周边的位置,1889369,邦友4c05e8fa,0,2022-02-19 09:43:58
1084,133695,160941,这速度,1889370,邦友022619f1,0,2022-02-19 09:28:43
1085,133624,160936,我曾经就有过预感，多档变速箱肯定会应用在电车中。来弥补电车高速时扭矩降低，电耗升高等问题。只是不需要油车那么多档位而已。现阶段不用仅仅是因为电车销量还不足以覆盖成本。但纯粹模拟手动操作，这就有点太小众了。除非模拟的手感很接近，如果跟油车的手自一体一样德行，那还不如不要。,1889314,邦友6b5b3f5d,0,2022-02-18 15:25:20
1086,133625,160936,换个手动变速箱就完事儿了，关键是电动机转速太高不太好搞,1889315,邦友6db96905,0,2022-02-18 12:10:43
1087,133626,160936,你敢出我就买，下次一定下次一定,139162,木公,0,2022-02-18 11:40:32
1088,133628,160936,特斯拉都自动挡。量产就等着倒闭吧,279306,名爵-许成云,0,2022-02-18 08:38:12
1089,133630,160936,我想到了东风的er30,1889316,邦友4e905007,0,2022-02-18 08:35:38
1090,133631,160936,我喜欢手动挡，有乐趣,1889317,邦友cd494ffb,0,2022-02-18 08:07:25
1091,133586,160934,真正的国产[旺柴],181855,网友6578,0,2022-02-17 08:06:50
1092,133527,160911,哪吒s价格不知道价格如何…,270870,大叔。,0,2022-02-14 17:09:42
1093,133529,160911,对哪吒s充满期待！,1889220,邦友fb628ea1,0,2022-02-14 11:55:46
1094,133531,160911,没有空穴来风,218291,康,0,2022-02-14 11:45:24
1095,133728,160909,可惜没配备胎,1889443,邦友2e741b28,0,2022-02-14 15:53:37
1096,133508,160909,"纯电的产品矩阵比亚迪已经日渐完善了,每个价格段都有对应的产品,元PLUS的预售价在13.28万~15.28万,如果终端还能继续有优惠就好了，因为这个价格段还有很多优秀产品力且车长更大的燃油SUV.[呲牙][呲牙]",162831,朱著东,0,2022-02-14 12:03:54
1097,133505,160909,腾里腾气的[呲牙],190673,一九二七,0,2022-02-13 20:33:12
1098,133506,160909,比亚迪的车会降价的  这几年到处建厂房 常州这个我们还没干完 下一站又开始了,1889143,邦友1bfc04d0,0,2022-02-13 19:24:15
